v_max,r,beta
8.0,0.7,9.999994871845992
8.0,0.7222222222222222,9.999994871845992
8.0,0.7444444444444445,9.999994871845992
8.0,0.7666666666666666,9.999994871845992
8.0,0.7888888888888889,9.999994871845992
8.0,0.8111111111111111,9.999994871845992
8.0,0.8333333333333334,9.999994871845992
8.0,0.8555555555555556,9.999994871845992
8.0,0.8777777777777778,9.999994871845992
8.0,0.9,9.999994871845992
12.73469387755102,0.7,9.999994871845992
12.73469387755102,0.7222222222222222,9.999994871845992
12.73469387755102,0.7444444444444445,9.999994871845992
12.73469387755102,0.7666666666666666,9.999994871845992
12.73469387755102,0.7888888888888889,9.999994871845992
12.73469387755102,0.8111111111111111,9.999994871845992
12.73469387755102,0.8333333333333334,9.999994871845992
12.73469387755102,0.8555555555555556,9.999994871845992
12.73469387755102,0.8777777777777778,9.999994871845992
12.73469387755102,0.9,9.999994871845992
17.46938775510204,0.7,1.162257071974996
17.46938775510204,0.7222222222222222,1.0426240763146977
17.46938775510204,0.7444444444444445,0.9929819143834843
17.46938775510204,0.7666666666666666,0.8827435204905788
17.46938775510204,0.7888888888888889,0.8526909179172751
17.46938775510204,0.8111111111111111,0.7226084746199886
17.46938775510204,0.8333333333333334,0.6529033271031611
17.46938775510204,0.8555555555555556,0.567018015635797
17.46938775510204,0.8777777777777778,0.4707674245458353
17.46938775510204,0.9,0.4443433040520717
22.20408163265306,0.7,1.5350327998431854
22.20408163265306,0.7222222222222222,1.4409016738780511
22.20408163265306,0.7444444444444445,1.3798718917114554
22.20408163265306,0.7666666666666666,1.2446636847436203
22.20408163265306,0.7888888888888889,1.0759871788576756
22.20408163265306,0.8111111111111111,1.0539598500224645
22.20408163265306,0.8333333333333334,0.9589545191614548
22.20408163265306,0.8555555555555556,0.8486256446126964
22.20408163265306,0.8777777777777778,0.7194564624616668
22.20408163265306,0.9,0.5699113818618359
26.93877551020408,0.7,2.0394118233447833
26.93877551020408,0.7222222222222222,1.959536925407686
26.93877551020408,0.7444444444444445,1.7028872957664474
26.93877551020408,0.7666666666666666,1.5548027678437555
26.93877551020408,0.7888888888888889,1.5231538075112754
26.93877551020408,0.8111111111111111,1.3348660414588767
26.93877551020408,0.8333333333333334,1.2515565204674108
26.93877551020408,0.8555555555555556,1.0702296910384563
26.93877551020408,0.8777777777777778,0.899948887085125
26.93877551020408,0.9,0.7451254637457214
31.6734693877551,0.7,2.606039376205721
31.6734693877551,0.7222222222222222,2.3823450431337005
31.6734693877551,0.7444444444444445,2.197888994233227
31.6734693877551,0.7666666666666666,1.9614218222870128
31.6734693877551,0.7888888888888889,1.953001191912348
31.6734693877551,0.8111111111111111,1.6641206595040179
31.6734693877551,0.8333333333333334,1.5454483769060332
31.6734693877551,0.8555555555555556,1.253904229859357
31.6734693877551,0.8777777777777778,1.1397074240702647
31.6734693877551,0.9,0.9399289953910154
36.40816326530612,0.7,3.120135290595295
36.40816326530612,0.7222222222222222,2.8638510480175707
36.40816326530612,0.7444444444444445,2.6404898552303986
36.40816326530612,0.7666666666666666,2.437072977247918
36.40816326530612,0.7888888888888889,2.4678388056835794
36.40816326530612,0.8111111111111111,1.995194714043566
36.40816326530612,0.8333333333333334,1.9304559119416693
36.40816326530612,0.8555555555555556,1.6388506427906187
36.40816326530612,0.8777777777777778,1.4303056128715155
36.40816326530612,0.9,1.0134053255169733
41.14285714285714,0.7,3.729044378028304
41.14285714285714,0.7222222222222222,3.4518873097542486
41.14285714285714,0.7444444444444445,3.1699841405048055
41.14285714285714,0.7666666666666666,3.0332169712778834
41.14285714285714,0.7888888888888889,2.824879032968803
41.14285714285714,0.8111111111111111,2.4013857262018505
41.14285714285714,0.8333333333333334,2.174617255719629
41.14285714285714,0.8555555555555556,1.964486518105691
41.14285714285714,0.8777777777777778,1.6469785121336873
41.14285714285714,0.9,1.3522548843491784
45.87755102040816,0.7,4.417220201103422
45.87755102040816,0.7222222222222222,3.8323842848055873
45.87755102040816,0.7444444444444445,3.920116322620247
45.87755102040816,0.7666666666666666,3.393606143960133
45.87755102040816,0.7888888888888889,3.0408675075694798
45.87755102040816,0.8111111111111111,2.873938814273045
45.87755102040816,0.8333333333333334,2.5088049579702973
45.87755102040816,0.8555555555555556,2.27293307831544
45.87755102040816,0.8777777777777778,1.9364578657432958
45.87755102040816,0.9,1.5420259011767072
50.61224489795919,0.7,5.172046242523148
50.61224489795919,0.7222222222222222,4.591816187578046
50.61224489795919,0.7444444444444445,4.2649050969219235
50.61224489795919,0.7666666666666666,3.9059585250517634
50.61224489795919,0.7888888888888889,3.7978019156993947
50.61224489795919,0.8111111111111111,3.1780837002582927
50.61224489795919,0.8333333333333334,2.3346477649108697
50.61224489795919,0.8555555555555556,2.5891766409642116
50.61224489795919,0.8777777777777778,2.2658333453158925
50.61224489795919,0.9,1.858783449043016
55.3469387755102,0.7,5.61660881790575
55.3469387755102,0.7222222222222222,5.2920401213946064
55.3469387755102,0.7444444444444445,4.964389542593081
55.3469387755102,0.7666666666666666,4.386053898750926
55.3469387755102,0.7888888888888889,4.258055145626073
55.3469387755102,0.8111111111111111,3.7113190118301875
55.3469387755102,0.8333333333333334,3.29237746170514
55.3469387755102,0.8555555555555556,2.8572807298051814
55.3469387755102,0.8777777777777778,2.50447438579193
55.3469387755102,0.9,2.059943018256401
60.08163265306122,0.7,6.348700486030058
60.08163265306122,0.7222222222222222,5.806963808398418
60.08163265306122,0.7444444444444445,5.573151945746529
60.08163265306122,0.7666666666666666,4.978361212865292
60.08163265306122,0.7888888888888889,4.570148400754652
60.08163265306122,0.8111111111111111,4.313197698274249
60.08163265306122,0.8333333333333334,3.766096005511863
60.08163265306122,0.8555555555555556,3.1715856003784335
60.08163265306122,0.8777777777777778,2.2570995614531997
60.08163265306122,0.9,2.437072977247918
64.81632653061224,0.7,7.042930845949045
64.81632653061224,0.7222222222222222,6.524595744189233
64.81632653061224,0.7444444444444445,6.217992668272111
64.81632653061224,0.7666666666666666,5.376146512681044
64.81632653061224,0.7888888888888889,4.9239236380668885
64.81632653061224,0.8111111111111111,4.579606442141598
64.81632653061224,0.8333333333333334,4.229484825562799
64.81632653061224,0.8555555555555556,3.657564281085102
64.81632653061224,0.8777777777777778,3.1753800232598546
64.81632653061224,0.9,2.652799072024604
69.55102040816327,0.7,7.927079720070491
69.55102040816327,0.7222222222222222,7.064505720845947
69.55102040816327,0.7444444444444445,6.738866293540506
69.55102040816327,0.7666666666666666,6.047162397261641
69.55102040816327,0.7888888888888889,5.750010368576599
69.55102040816327,0.8111111111111111,5.126203531642883
69.55102040816327,0.8333333333333334,4.485801661075273
69.55102040816327,0.8555555555555556,3.8814635113760407
69.55102040816327,0.8777777777777778,3.5080369335178134
69.55102040816327,0.9,2.437072977247918
74.28571428571428,0.7,8.454972036755814
74.28571428571428,0.7222222222222222,7.6266084455866805
74.28571428571428,0.7444444444444445,7.425008632901311
74.28571428571428,0.7666666666666666,6.408926417562561
74.28571428571428,0.7888888888888889,6.3259684580264315
74.28571428571428,0.8111111111111111,5.58110287614913
74.28571428571428,0.8333333333333334,4.946056968026819
74.28571428571428,0.8555555555555556,4.472274267870571
74.28571428571428,0.8777777777777778,3.9489167876268754
74.28571428571428,0.9,3.156714738478071
79.0204081632653,0.7,9.037104022017369
79.0204081632653,0.7222222222222222,8.526603477404697
79.0204081632653,0.7444444444444445,7.98447723738552
79.0204081632653,0.7666666666666666,7.349343831569181
79.0204081632653,0.7888888888888889,6.799364642926115
79.0204081632653,0.8111111111111111,6.04282863076257
79.0204081632653,0.8333333333333334,5.477356756414876
79.0204081632653,0.8555555555555556,4.85738622537463
79.0204081632653,0.8777777777777778,3.890217269213395
79.0204081632653,0.9,3.3601653300359695
83.75510204081633,0.7,9.77440887820251
83.75510204081633,0.7222222222222222,9.42052627050628
83.75510204081633,0.7444444444444445,8.555603195318762
83.75510204081633,0.7666666666666666,7.892310213590763
83.75510204081633,0.7888888888888889,7.259616270736915
83.75510204081633,0.8111111111111111,7.02449379676491
83.75510204081633,0.8333333333333334,5.8617177207990325
83.75510204081633,0.8555555555555556,5.013587774854594
83.75510204081633,0.8777777777777778,4.457712546307681
83.75510204081633,0.9,3.8566413173923535
88.48979591836735,0.7,9.453133592342896
88.48979591836735,0.7222222222222222,9.262365347057965
88.48979591836735,0.7444444444444445,9.467293758374117
88.48979591836735,0.7666666666666666,8.88527667099902
88.48979591836735,0.7888888888888889,7.8421483143859945
88.48979591836735,0.8111111111111111,7.793171084891376
88.48979591836735,0.8333333333333334,6.065134781996824
88.48979591836735,0.8555555555555556,5.593052424329969
88.48979591836735,0.8777777777777778,4.916842212930055
88.48979591836735,0.9,3.8814635113760407
93.22448979591837,0.7,9.484502950710995
93.22448979591837,0.7222222222222222,9.659025647888532
93.22448979591837,0.7444444444444445,9.213542111973231
93.22448979591837,0.7666666666666666,9.163188676833064
93.22448979591837,0.7888888888888889,8.593680071696236
93.22448979591837,0.8111111111111111,7.645989257345617
93.22448979591837,0.8333333333333334,6.930094962261859
93.22448979591837,0.8555555555555556,6.299093947985929
93.22448979591837,0.8777777777777778,5.216089684395401
93.22448979591837,0.9,4.191863064563319
97.95918367346938,0.7,9.447940700706924
97.95918367346938,0.7222222222222222,9.870443529752812
97.95918367346938,0.7444444444444445,9.869759386785393
97.95918367346938,0.7666666666666666,9.296378774867229
97.95918367346938,0.7888888888888889,9.172450446331837
97.95918367346938,0.8111111111111111,8.424665743107624
97.95918367346938,0.8333333333333334,7.11658154875998
97.95918367346938,0.8555555555555556,6.208354325813476
97.95918367346938,0.8777777777777778,5.662917605653158
97.95918367346938,0.9,4.598618212005955
102.6938775510204,0.7,8.366012512790041
102.6938775510204,0.7222222222222222,9.69618030095144
102.6938775510204,0.7444444444444445,9.645879201807611
102.6938775510204,0.7666666666666666,9.463009065150322
102.6938775510204,0.7888888888888889,9.448086209633091
102.6938775510204,0.8111111111111111,8.555600856060693
102.6938775510204,0.8333333333333334,7.671445450727935
102.6938775510204,0.8555555555555556,6.955667998172427
102.6938775510204,0.8777777777777778,6.261990794343061
102.6938775510204,0.9,4.994854788979851
107.42857142857143,0.7,9.447232972219103
107.42857142857143,0.7222222222222222,9.574527183931753
107.42857142857143,0.7444444444444445,8.231284480407998
107.42857142857143,0.7666666666666666,8.53506392590693
107.42857142857143,0.7888888888888889,9.784491675287885
107.42857142857143,0.8111111111111111,9.107317556880204
107.42857142857143,0.8333333333333334,8.080184717538646
107.42857142857143,0.8555555555555556,6.8666817184705495
107.42857142857143,0.8777777777777778,6.197434832712438
107.42857142857143,0.9,5.339550657977698
112.16326530612244,0.7,9.556793995180408
112.16326530612244,0.7222222222222222,9.107317556880204
112.16326530612244,0.7444444444444445,9.07323507544716
112.16326530612244,0.7666666666666666,9.04679924957341
112.16326530612244,0.7888888888888889,9.38670083792787
112.16326530612244,0.8111111111111111,9.789266261103139
112.16326530612244,0.8333333333333334,9.154862826757494
